Column1|name|pos|team|overallRank|positionRank|passAtt|passComp|passIncomp|passYds|passTds|passInt|rushAtt|rushYds|rushTds|rec|recYds|recTds|returnTds|twoPts|fumbles|cost|risk|sdPts|sdPick|passAttPts|passCompPts|passIncompPts|passYdsPts|passTdsPts|passIntPts|rushAttPts|rushYdsPts|rushTdsPts|recPts|recYdsPts|recTdsPts|twoPtsPts|fumblesPts|projectedPts|upside|projectedCost|
86|Kendall Wright|WR|TEN|95|29|0|0|0|0|0|0|0|6.276446483|0|86.00003037|1039.65|5.000042538|0|0|1|2.1|5.635387029|35.2119266|11.8|0|0|0|0|0|0|0|0.627644648|0|0|103.965|30.00025523|0|-2|132.5928999|167.8048265|2|
87|Julian Edelman|WR|NE|94|28|0.125|0|0.095|0|0|0|1.999912532|13.49996832|0|87.99999622|957.25|5.61505103|0.6|0.2|1.000000323|3|6.126938803|34.545197|16|0|0|0|0|0|0|0|1.349996832|0|0|95.725|33.69030618|0.4|-2.000000645|132.7653024|167.3104994|3|
88|Ben Tate|RB|CLE|75|25|0|0|0|0|0|0|220.35|944.5|5.99992683|31.1899678|196.25|0.999983874|0|0|2.500001985|2.5|6.57002663|43.02894992|14.3|0|0|0|0|0|0|0|94.45|35.99956098|0|19.625|5.999903245|0|-5.00000397|151.0744603|194.1034102|3|
89|Bishop Sankey|RB|TEN|79|26|0.05|0|0|0|0|0|216.475|874.75|5.849996834|31.0125|234|1.000001504|0|0|1.999913966|9.1|9.556512391|57.05792961|28.9|0|0|0|0|0|0|0|87.475|35.09998101|0|23.4|6.000009023|0|-3.999827931|147.9751621|205.0330917|9|
90|Reggie Wayne|WR|IND|100|32|0.03|0|0.03|0|0|0|0|0|0|76.25|966.75|5.499971644|0|0.2|0.894971169|1.7|5.970256828|34.36234526|14.9|0|0|0|0|0|0|0|0|0|0|96.675|32.99982986|0.4|-1.789942337|128.2848875|162.6472328|2|
91|Eric Decker|WR|NYJ|99|31|0.175|0|0.175|0|0|0|0|0|0|65.99995376|941.07|6.000042836|0|0.2|0.999947554|2.2|5.877146938|37.31120813|12.4|0|0|0|0|0|0|0|0|0|0|94.107|36.00025701|0.4|-1.999895109|128.5073619|165.81857|2|
92|Jeremy Maclin|WR|PHI|97|30|0.055|0|0.025|0|0|0|0|0|0|68|914.975|6.499993442|0|0|0.782517741|3.3|6.219027893|36.22011899|15.7|0|0|0|0|0|0|0|0|0|0|91.4975|38.99996065|0|-1.565035483|128.9324252|165.1525442|3|
93|Jordan Cameron|TE|CLE|102|4|0|0|0|0|0|0|0|0|0|76.49994638|887|6.375072627|0|0.2|0.750038661|7.1|4.041240241|7.034360146|16.5|0|0|0|0|0|0|0|0|0|0|88.7|38.25043576|0.4|-1.500077321|125.8503584|132.8847186|7|
94|Trent Richardson|RB|IND|84|28|0.02|0|0.02|0|0|0|211.2750781|768.3517369|5.999978278|38.49995076|284|1.000053831|0|0|2.525038477|2.4|7.558244308|41.26411228|23|0|0|0|0|0|0|0|76.83517369|35.99986967|0|28.4|6.000322984|0|-5.050076954|142.1852894|183.4494017|3|
95|Sammy Watkins|WR|BUF|103|33|0|0|0|0|0|0|3.971083367|21.00003243|0|62.53732981|891.5|5.999991552|0|0|1.000006763|1.8|6.827657698|44.17206385|15.6|0|0|0|0|0|0|0|2.100003243|0|0|89.15|35.99994931|0|-2.000013525|125.249939|169.4220029|2|
96|Terrance Williams|WR|DAL|104|34|0.06|0|0.02|0|0|0|2.020623661|12.00004887|0|59.70000973|894.4999868|5.999964939|0|0|0.970004595|2.3|5.927584802|33.15402574|15.3|0|0|0|0|0|0|0|1.200004887|0|0|89.44999868|35.99978963|0|-1.940009191|124.709784|157.8638098|3|
97|Golden Tate|WR|DET|106|36|0.07|0|0.07|0|0|0|2.500024549|14.50000078|0|66.49993228|908.555|5.600023274|0|0|0.999941163|2|6.105277305|33.93687325|16.2|0|0|0|0|0|0|0|1.450000078|0|0|90.8555|33.60013964|0|-1.999882326|123.9057574|157.8426306|2|
98|Wes Welker|WR|DEN|105|35|0.09|0|0.09|0|0|0|0|0|0|71|848.875|6.518282351|0.4|0|1.039968243|18.1|7.31254993|40.77051195|21.4|0|0|0|0|0|0|0|0|0|0|84.8875|39.1096941|0|-2.079936485|124.3172576|165.0877696|17|
99|Matt Schaub|QB|OAK|65|31|464.1250156|265.81|188.35|3003.75|16.22441306|13.49997087|21.75|24.85863118|0.515493552|0|0|0|0|0.2|2.07497749|1|8.560574184|61.70482513|18.4|0|0|0|120.15|64.89765225|-26.99994174|0|2.485863118|3.092961309|0|0|0|0.4|-4.14995498|159.87658|221.5814051|1|
100|Jason Witten|TE|DAL|107|5|0.02|0|0.02|0|0|0|0|0|0|75.85004406|859.0000445|6.300066973|0|0|0.876136381|3.2|3.458961397|8.196412908|11.3|0|0|0|0|0|0|0|0|0|0|85.90000445|37.80040184|0|-1.752272761|121.9481335|130.1445464|3|
101|Stevan Ridley|RB|NE|85|29|0.07|0|0.07|0|0|0|201.4420884|915.5639156|7.999963957|7.999992566|55.80784314|0.165178338|0|0|2.5|2.1|6.719416342|39.8064785|17.4|0|0|0|0|0|0|0|91.55639156|47.99978374|0|5.580784314|0.991070027|0|-5|141.1280296|180.9345081|2|
102|Fred Jackson|RB|BUF|93|31|0.09|0|0.09|0|0|0|159.9757862|682.8889007|5.500019651|38.00003893|296.125|1.000021261|0|0|1.499965474|2.2|6.282813566|37.20174558|15.6|0|0|0|0|0|0|0|68.28889007|33.0001179|0|29.6125|6.000127567|0|-2.999930948|133.9017046|171.1034502|2|
103|Pierre Thomas|RB|NO|96|32|0.06|0|0|0|0|0|125.075|500.4488738|3.000000557|65.49994025|458.125|2.853602573|0|0|1.000086034|1.7|6.036602688|36.53593597|14.1|0|0|0|0|0|0|0|50.04488738|18.00000334|0|45.8125|17.12161544|0|-2.000172069|128.9788341|165.5147701|2|
104|Maurice Jones-Drew|RB|OAK|92|30|0.03|0|0.02|0|0|0|196.6844544|756.75|5.000044101|34.99996466|252.5000516|0.999961465|0|0|1.500077485|2|6.406140528|36.29547255|17.1|0|0|0|0|0|0|0|75.675|30.0002646|0|25.25000516|5.999768787|0|-3.00015497|133.9248836|170.2203561|2|
105|Vernon Davis|TE|SF|109|6|0|0|0|0|0|0|0|0|0|54.63499845|741.0049763|8.000003516|0|0|0.749925863|11.2|5.066824119|24.12933217|14.1|0|0|0|0|0|0|0|0|0|0|74.10049763|48.00002109|0|-1.499851725|120.600667|144.7299992|11|
106|Rueben Randle|WR|NYG|111|37|0|0|0|0|0|0|0|0|0|57.10000043|837|5.999965277|0.1|0|1.000046745|1.2|5.981214504|32.34970886|16.2|0|0|0|0|0|0|0|0|0|0|83.7|35.99979166|0|-2.00009349|118.2996982|150.649407|2|
107|Greg Olsen|TE|CAR|113|7|0|0|0|0|0|0|0|0|0|72.249965|821.000053|5.999966976|0|0|0.750030483|3|3.675825194|9.811591083|12|0|0|0|0|0|0|0|0|0|0|82.1000053|35.99980186|0|-1.500060965|116.5997462|126.4113373|3|
108|Cecil Shorts|WR|JAC|115|38|0|0|0|0|0|0|0|0|0|64.5075|868.15|4.999956245|0|0|0.984517048|1.3|7.697954984|45.36988568|21.6|0|0|0|0|0|0|0|0|0|0|86.815|29.99973747|0|-1.969034095|114.8457034|160.2155891|2|
109|Dwayne Bowe|WR|KC|116|39|0.01|0|0.01|0|0|0|0|0|0|64.49998673|842.64|5.083245764|0|0.2|0.750019013|1.2|5.52231322|30.28771381|13.9|0|0|0|0|0|0|0|0|0|0|84.264|30.49947458|0.4|-1.500038027|113.6634366|143.9511504|2|
110|Brian Hartline|WR|MIA|120|43|0.06|0|0.06|0|0|0|0|0|0|67.99998604|913.0000082|3.649972839|0|0|0.999965811|1|5.890616658|30.36266155|16.7|0|0|0|0|0|0|0|0|0|0|91.30000082|21.89983703|0|-1.999931622|111.1999062|141.5625678|1|
111|Steven Jackson|RB|ATL|98|33|0.02|0|0.02|0|0|0|178.5014347|713.5520391|5.5|32.25005031|222.5705715|1.00003334|0|0|1.999944216|2.5|7.810874222|39.85922161|25.8|0|0|0|0|0|0|0|71.35520391|33|0|22.25705715|6.000200038|0|-3.999888431|128.6125727|168.4717943|3|
112|Lamar Miller|RB|MIA|101|34|0.03|0|0.03|0|0|0|169.2525|764.99|4.65003818|27.50000983|196.25|0.999999609|0|0|1.150057238|2.7|6.631244161|38.18166645|17.7|0|0|0|0|0|0|0|76.499|27.90022908|0|19.625|5.999997655|0|-2.300114476|127.7241123|165.9057787|3|
113|Anquan Boldin|WR|SF|118|41|0.05|0|0.05|0|0|0|1.499950852|7.16997003|0|60.50003287|820.5|4.999957564|0|0|0.750019013|1.3|5.962023392|29.12336408|18|0|0|0|0|0|0|0|0.716997003|0|0|82.05|29.99974538|0|-1.500038027|111.2667044|140.3900684|2|
114|Kelvin Benjamin|WR|CAR|117|40|0|0|0|0|0|0|0|0|0|54.99999309|783.5|6.000013724|0|0|1|1.3|7.035559448|42.36055691|18.3|0|0|0|0|0|0|0|0|0|0|78.35|36.00008234|0|-2|112.3500823|154.7106393|2|
115|DeAndre Hopkins|WR|HOU|122|45|0.03|0|0.03|0|0|0|0|0|0|60.39996441|849.2935578|4.499996733|0|0|0.823849854|1.1|5.531892957|29.91346488|14.2|0|0|0|0|0|0|0|0|0|0|84.92935578|26.9999804|0|-1.647699707|110.2816365|140.1951014|1|
116|Mike Evans|WR|TB|119|42|0.07|0|0.07|0|0|0|0|0|0|54.99996392|802.525|5.5|0|0|1|1.4|7.093452538|39.95476676|20.2|0|0|0|0|0|0|0|0|0|0|80.2525|33|0|-2|111.2525|151.2072668|2|
117|Brandin Cooks|WR|NO|121|44|0.04|0|0.04|0|0|0|8.5|38.50000437|0|56.56617957|760.33|5.299973234|0.1|0|1|1.7|7.686807214|45.88967597|21.2|0|0|0|0|0|0|0|3.850000437|0|0|76.033|31.7998394|0|-2|110.2828398|156.1725158|2|
118|Danny Woodhead|RB|SD|112|37|0.04|0|0.02|0|0|0|75.95|343.7701177|2.499930477|61.00000311|498.3137741|3.500069711|0|0|1.484945708|2.2|5.729900579|31.78421634|14.6|0|0|0|0|0|0|0|34.37701177|14.99958286|0|49.83137741|21.00041827|0|-2.969891416|117.2384989|149.0227152|2|
119|Dennis Pitta|TE|BAL|123|8|0|0|0|0|0|0|0|0|0|66.76504685|748.9999635|6.000024906|0|0|0.545|1.5|5.502513524|29.04080221|14.5|0|0|0|0|0|0|0|0|0|0|74.89999635|36.00014943|0|-1.09|109.8101458|138.850948|2|
120|Riley Cooper|WR|PHI|125|46|0|0|0|0|0|0|0|3.353081565|0|49.00004715|765.31|5.499957733|0|0.2|0.999992259|1.3|6.434749671|29.209405|21.6|0|0|0|0|0|0|0|0.335308157|0|0|76.531|32.9997464|0.4|-1.999984519|108.26607|137.475475|2|
121|Knowshon Moreno|RB|MIA|108|35|0|0|0|0|0|0|150.8|619.25|4.499971586|29.50004181|247.25|1.499977416|0|0|1.000015128|2.8|7.753323324|40.11656899|25.2|0|0|0|0|0|0|0|61.925|26.99982951|0|24.725|8.999864494|0|-2.000030256|120.6496638|160.7662327|3|
122|Jordan Reed|TE|WAS|126|9|0|0|0|0|0|0|0.13|0|0|64.25001152|737|5.999932375|0|0.2|0.995468044|1.5|4.122518956|15.52624874|12|0|0|0|0|0|0|0|0|0|0|73.7|35.99959425|0.4|-1.990936088|108.1086582|123.6349069|2|
123|Doug Baldwin|WR|SEA|128|47|0|0|0|0|0|0|1.5|8.500000171|0|53.2500178|759.1625|4.999928109|0.1|0|0.600046966|1|6.107594714|28.66726992|19.4|0|0|0|0|0|0|0|0.850000017|0|0|75.91625|29.99956865|0|-1.200093932|106.1657247|134.8329947|1|
124|Greg Jennings|WR|MIN|132|49|0.06|0|0.06|0|0|0|0|0|0|64|797|4.500045199|0|0|0.750019013|1|6.465144317|31.58546975|20.4|0|0|0|0|0|0|0|0|0|0|79.7|27.00027119|0|-1.500038027|105.2002332|136.7857029|1|
125|Justin Hunter|WR|TEN|130|48|0|0|0|0|0|0|0|0|0|47.7|748.535|5.100048252|0|0|0|1.2|6.816510331|38.39899933|19|0|0|0|0|0|0|0|0|0|0|74.8535|30.60028951|0|0|105.4537895|143.8527888|2|
126|DeAngelo Williams|RB|CAR|110|36|0|0|0|0|0|0|176.425|737.5|3.849969028|24.00002844|209.1029301|1.000013812|0|0|1.656862427|2.2|5.976591806|35.76820273|14.1|0|0|0|0|0|0|0|73.75|23.09981417|0|20.91029301|6.000082875|0|-3.313724855|120.4464652|156.2146679|2|
127|Kyle Rudolph|TE|MIN|127|10|0|0|0|0|0|0|0|0|0|65.99999754|687.8050308|6.49998466|0|0|0.60856165|1.8|4.349538053|12.3032987|15.7|0|0|0|0|0|0|0|0|0|0|68.78050308|38.99990796|0|-1.217123299|106.5632877|118.8665864|2|
128|Chad Henne|QB|JAC|91|32|367.675|213.625|153.5|2491.5525|12.49999838|11.57559055|18.1173697|56.85|0.999997694|0|0|0|0|0|1.999949453|1|8.690032751|61.87060461|19.3|0|0|0|99.6621|49.99999353|-23.15118111|0|5.685|5.999986167|0|0|0|0|-3.999898905|134.1959997|196.0666043|1|
129|Kenny Stills|WR|NO|136|50|0.2|0|0.17|0|0|0|1.836645984|10.50000697|0|42.50006186|707.3575|5.149940401|0|0|0.680037573|1|6.226195476|27.0381272|21.3|0|0|0|0|0|0|0|1.050000697|0|0|70.73575|30.89964241|0|-1.360075145|101.325318|128.3634452|1|
130|Steve Smith|WR|BAL|139|52|0.01|0|0.01|0|0|0|0|0|0|56.54499957|743.5000847|4.499977896|0|0|0.639178249|1|6.048127063|27.07847847|19.9|0|0|0|0|0|0|0|0|0|0|74.35000847|26.99986737|0|-1.278356498|100.0715193|127.1499978|1|
131|Rod Streater|WR|OAK|142|53|0.05|0|0.02|0|0|0|1.5|10.23006242|0|55.19999724|760.5|4.000075719|0|0|0.999946228|1|6.670585959|28.91448217|23.6|0|0|0|0|0|0|0|1.023006242|0|0|76.05|24.00045431|0|-1.999892457|99.0735681|127.9880503|1|
132|James Jones|WR|OAK|144|54|0.02|0|0.02|0|0|0|0|0|0|55.34998173|732.75|4.499956657|0|0|0.900006733|1|7.56999826|36.61203758|25.9|0|0|0|0|0|0|0|0|0|0|73.275|26.99973994|0|-1.800013467|98.47472648|135.0867641|1|
133|Zach Ertz|TE|PHI|141|11|0|0|0|0|0|0|0|0|0|53.25000314|652.9072954|5.999954247|0|0|0.749993286|1.4|5.31559195|27.80868189|13.8|0|0|0|0|0|0|0|0|0|0|65.29072954|35.99972548|0|-1.499986572|99.79046845|127.5991503|2|
134|Martellus Bennett|TE|CHI|143|12|0.03|0|0|0|0|0|0|0|0|61.99999514|700.455|5.000011183|0|0|0.75007072|1.2|5.53828875|26.51765463|16.3|0|0|0|0|0|0|0|0|0|0|70.0455|30.0000671|0|-1.50014144|98.54542566|125.0630803|2|
135|Jarrett Boykin|WR|GB|145|55|0.09|0|0.01|0|0|0|0|0|0|50.00003982|696|4.999959802|0|0|0.655040508|1|6.309481708|28.10362742|21.3|0|0|0|0|0|0|0|0|0|0|69.6|29.99975881|0|-1.310081016|98.2896778|126.3933052|1|
136|Tavon Austin|WR|STL|137|51|0.22|0|0.12|0|0|0|10.49995103|99.75|0.99992958|50.00004524|616.0675|3.499958342|0.9|0|1.499966189|1|6.722915806|32.73038011|21.7|0|0|0|0|0|0|0|9.975|5.999577479|0|61.60675|20.99975005|0|-2.999932378|100.9811452|133.7115253|1|
137|Hakeem Nicks|WR|IND|146|56|0.03|0|0.03|0|0|0|0|0|0|48.84991662|716.75|4.500032374|0|0|0.600076682|1.3|6.595519407|29.11334928|22.9|0|0|0|0|0|0|0|0|0|0|71.675|27.00019425|0|-1.200153363|97.47504088|126.5883902|2|
138|Danny Amendola|WR|NE|149|58|0|0|0|0|0|0|0|5.000018143|0|61.00007779|737.25|4.000071255|0|0|0.749956596|1|7.461249798|34.06158205|26.6|0|0|0|0|0|0|0|0.500001814|0|0|73.725|24.00042753|0|-1.499913192|96.72551615|130.7870982|1|
139|Markus Wheaton|WR|PIT|147|57|0.04|0|0.04|0|0|0|2|12.00001683|0|51.50005528|705.5|4.500079548|0|0|0.75|1|6.058166954|29.0285385|18.8|0|0|0|0|0|0|0|1.200001683|0|0|70.55|27.00047729|0|-1.5|97.25047897|126.2790175|1|
140|Darren Sproles|RB|PHI|138|43|0.11|0|0|0|0|0|55.7|257.6907588|1.610070365|57.29996104|487.2|2.900051896|0.3|0|1.282105774|2.3|5.908961288|32.41896605|15.6|0|0|0|0|0|0|0|25.76907588|9.660422192|0|48.72|17.40031138|0|-2.564211549|100.7855979|133.2045639|3|
141|Charles Clay|TE|MIA|150|13|0.05|0|0|0|0|0|1.67|11.525|0|57.05002372|646.175|5.000041836|0|0|0.825003901|1.1|5.713278962|25.44431374|18.3|0|0|0|0|0|0|0|1.1525|0|0|64.6175|30.00025101|0|-1.650007803|94.12024321|119.564557|1|
142|Darren McFadden|RB|OAK|133|40|0.15|0|0.04|0|0|0|142.49998|562.8789602|4.0000009|28.85|225.45|0.9999804|0|0|1.99994686|2.7|6.786102048|31.88272069|22.7|0|0|0|0|0|0|0|56.28789602|24.0000054|0|22.545|5.999882398|0|-3.999893719|104.8328901|136.7156108|3|
143|Kenny Britt|WR|STL|153|59|0|0|0|0|0|0|0|0|0|47.40007119|673.25|4.499992559|0|0|0.900909105|1|7.316091908|27.89890223|29.2|0|0|0|0|0|0|0|0|0|0|67.325|26.99995535|0|-1.801818209|92.52313714|120.4220394|1|
144|Mark Ingram|RB|NO|129|38|0|0|0|0|0|0|139.7575|616|4.999976943|14.61506105|120.9800707|0.811158051|0|0|1.26994823|2.1|6.787993214|34.55654005|21.1|0|0|0|0|0|0|0|61.6|29.99986166|0|12.09800707|4.866948309|0|-2.53989646|106.0249206|140.5814606|2|
145|Antonio Gates|TE|SD|154|14|0|0|0|0|0|0|0|0|0|58.5|645.8607133|4.899993813|0|0|0.823849854|1.1|5.089566817|24.5858864|14|0|0|0|0|0|0|0|0|0|0|64.58607133|29.39996288|0|-1.647699707|92.3383345|116.9242209|1|
146|Bernard Pierce|RB|BAL|131|39|0.19|0|0.16|0|0|0|156.6656418|645.0000592|4.567467991|20.60000886|138.2534711|0.650044739|0|0|2.095|2.2|6.691916827|34.65222502|20.3|0|0|0|0|0|0|0|64.50000592|27.40480794|0|13.82534711|3.900268435|0|-4.19|105.4404294|140.0926544|2|
147|Marqise Lee|WR|JAC|156|60|0.015|0|0.015|0|0|0|2.00001824|12.50004394|0|47.89005|673.05|4.000002102|0|0|1|1|7.418374479|33.01626334|26.9|0|0|0|0|0|0|0|1.250004394|0|0|67.305|24.00001261|0|-2|90.555017|123.5712803|1|
148|Harry Douglas|WR|ATL|159|61|0.035|0|0.02|0|0|0|0|0|0|59.575|721.45|3.149993438|0|0|0.999993325|1|7.281245329|33.58036018|25.5|0|0|0|0|0|0|0|0|0|0|72.145|18.89996063|0|-1.999986649|89.04497398|122.6253342|1|
149|Terrance West|RB|CLE|135|42|0.02|0|0|0|0|0|129.2419443|544.6975|4.000050645|22.99994223|170.4849947|0.999938607|0|0|0|1.9|7.728078384|40.2904093|24.9|0|0|0|0|0|0|0|54.46975|24.00030387|0|17.04849947|5.99963164|0|0|101.518185|141.8085943|2|
150|Ladarius Green|TE|SD|157|15|0|0|0|0|0|0|0|0|0|42.50006212|605.1339068|4.999926986|0|0|0|1.1|6.519103409|32.77258574|20.1|0|0|0|0|0|0|0|0|0|0|60.51339068|29.99956192|0|0|90.5129526|123.2855383|1|
151|Heath Miller|TE|PIT|158|16|0.03|0|0|0|0|0|0|0|0|60.35000163|649.4628071|4.500042495|0|0|0.999970684|1|5.968383874|25.39589892|20.3|0|0|0|0|0|0|0|0|0|0|64.94628071|27.00025497|0|-1.999941367|89.94659431|115.3424932|1|
152|Malcom Floyd|WR|SD|160|62|0.1|0|0.08|0|0|0|0|0|0|42.7099669|662.25|4.000041436|0|0|0.600076682|1|6.90854037|26.82503964|26.7|0|0|0|0|0|0|0|0|0|0|66.225|24.00024861|0|-1.200153363|89.02509525|115.8501349|1|
153|Teddy Bridgewater|QB|MIN|114|33|257.6|153.7825|103.5|1837.949982|11.44999731|8.949972833|27.25|88.99997937|1.347474687|0|0|0|0|0|1.716944051|1|10.25494093|62.84665905|30.8|0|0|0|73.51799928|45.79998925|-17.89994567|0|8.899997937|8.084848122|0|0|0|0|-3.433888102|114.9690008|177.8156599|1|
154|Andrew Hawkins|WR|CLE|163|64|0|0|0|0|0|0|3.499926721|20.00000181|0|52.99994001|650.2728958|3.499995512|0|0|0|1|6.867284573|31.09969034|23.8|0|0|0|0|0|0|0|2.000000181|0|0|65.02728958|20.99997307|0|0|88.02726284|119.1269532|1|
155|Jerricho Cotchery|WR|CAR|161|63|0.085|0|0.055|0|0|0|1.016751494|3.755238799|0|46.99996912|636.175|4.5|0|0|1.000003553|1|6.209317868|25.00059066|22.4|0|0|0|0|0|0|0|0.37552388|0|0|63.6175|27|0|-2.000007106|88.99301677|113.9936074|1|
156|Jeremy Hill|RB|CIN|134|41|0.03|0|0|0|0|0|147.704472|602.5|5.499961534|10.99998421|82|0.650078478|0|0|1.399953333|2.2|6.827113455|39.8594602|18.2|0|0|0|0|0|0|0|60.25|32.99976921|0|8.2|3.900470869|0|-2.799906667|102.5503334|142.4097936|2|
157|Delanie Walker|TE|TEN|162|17|0|0|0|0|0|0|0|0|0|57.5|604.55|5.000022304|0|0|0.999921176|1|5.389938654|24.95098035|16.1|0|0|0|0|0|0|0|0|0|0|60.455|30.00013383|0|-1.999842352|88.45529147|113.4062718|1|
158|Andre Williams|RB|NYG|140|44|0.04|0|0|0|0|0|128.4999819|544.925|5.999975028|8.999997277|71.5000099|0.8|0|0|1.250065302|1.8|7.904689333|42.88103759|24.7|0|0|0|0|0|0|0|54.4925|35.99985017|0|7.15000099|4.8|0|-2.500130604|99.94222055|142.8232581|2|
159|Dwayne Allen|TE|IND|164|18|0|0|0|0|0|0|0|0|0|48.99997917|562.675|4.999946827|0|0|0|1.1|5.824483653|25.87337186|18.9|0|0|0|0|0|0|0|0|0|0|56.2675|29.99968096|0|0|86.26718096|112.1405528|1|
160|Jordan Matthews|WR|PHI|166|65|0.02|0|0.02|0|0|0|0|0|0|44.05346414|622.985|4.099952999|0|0|0.729383687|1|6.856354483|34.93429701|21.4|0|0|0|0|0|0|0|0|0|0|62.2985|24.59971799|0|-1.458767374|85.43945062|120.3737476|1|
161|Nate Washington|WR|TEN|168|67|0|0|0|0|0|0|0|0|0|43.3999763|663.8427464|3.04993792|0|0|0.600076682|1|6.801225428|28.76416607|24.7|0|0|0|0|0|0|0|0|0|0|66.38427464|18.29962752|0|-1.200153363|83.48374879|112.2479149|1|
162|Miles Austin|WR|CLE|167|66|0.01|0|0|0|0|0|0|0|0|47.5000171|645.1079188|3.499971858|0|0|0.749937339|1|6.242771201|28.74059851|20.4|0|0|0|0|0|0|0|0|0|0|64.51079188|20.99983115|0|-1.499874679|84.01074835|112.7513469|1|
163|Matt Cassel|QB|MIN|124|34|234.9075|140.25|92.735|1828.8125|11.00002804|8.449968264|19.79712987|69.90496224|0.700033796|0|0|0|0|0.3|1.500010312|1|9.649778972|60.73513444|27.4|0|0|0|73.1525|44.00011217|-16.89993653|0|6.990496224|4.200202779|0|0|0|0.6|-3.000020625|109.043354|169.7784885|1|
164|Shonn Greene|RB|TEN|148|45|0.03|0|0.03|0|0|0|136.8349221|593.25|5.150035426|9.500062896|69.47876648|0.497734022|0|0|1.525|1|7.597891069|35.97526733|26.5|0|0|0|0|0|0|0|59.325|30.90021256|0|6.947876648|2.986404132|0|-3.05|97.10949334|133.0847607|1|
165|Robert Woods|WR|BUF|170|68|0.04|0|0|0|0|0|1.967974145|11.28490771|0|46.9999348|617.0000295|3.499911176|0|0|0.699959539|1|6.431325243|24.03194658|24.7|0|0|0|0|0|0|0|1.128490771|0|0|61.70000295|20.99946706|0|-1.399919079|82.4280417|106.4599883|1|
166|Odell Beckham|WR|NYG|172|69|0.015|0|0.015|0|0|0|0|15.5|0|42.14908923|594.0308316|3.650036162|0|0|0.749917729|1|7.369099094|29.570645|28.6|0|0|0|0|0|0|0|1.55|0|0|59.40308316|21.90021697|0|-1.499835459|81.35346467|110.9241097|1|
167|Mike Williams|WR|BUF|174|70|0.06|0|0.02|0|0|0|0|0|0|42.9999908|609.25|3.550038791|0|0|0.779980497|1|6.418707227|25.52653713|23.7|0|0|0|0|0|0|0|0|0|0|60.925|21.30023275|0|-1.559960994|80.66527175|106.1918089|1|
168|Devonta Freeman|RB|ATL|155|48|0|0|0|0|0|0|104.6|457.9900135|3.499957895|27.31207062|199.5|1.000033073|0|0|1|2|7.617024047|44.16891572|21.7|0|0|0|0|0|0|0|45.79900135|20.99974737|0|19.95|6.000198438|0|-2|90.74894716|134.9178629|2|
169|Carlos Hyde|RB|SF|152|47|0.06|0|0|0|0|0|110.895|539.5026942|4.800048933|11.64901535|85.83|0.650043553|0|0|1|1.6|8.101928483|44.0795515|25.5|0|0|0|0|0|0|0|53.95026942|28.8002936|0|8.583|3.900261318|0|-2|93.23382433|137.3133758|2|
170|Jared Cook|TE|STL|176|19|0|0|0|0|0|0|0|0|0|48.00003908|580.955|4.000009843|0|0|0.999931172|1.2|5.547033594|25.13911526|17.2|0|0|0|0|0|0|0|0|0|0|58.0955|24.00005906|0|-1.999862345|80.09569671|105.234812|2|
171|Jeremy Kerley|WR|NYJ|177|71|0.28|0|0.1|0|0|0|2.972629358|14.49995953|0|45.45|602.955|2.897453517|0.4|0|1.000028214|1|4.300455589|23.10188415|8.8|0|0|0|0|0|0|0|1.449995953|0|0|60.2955|17.3847211|0|-2.000056427|79.53016063|102.6320448|1|
172|Chris Ivory|RB|NYJ|151|46|0.14|0|0.14|0|0|0|146.3544975|653.15|4.500046166|6.500034912|39.32076663|0|0|0|1.499963108|3.2|6.763222312|28.81389267|NA|0|0|0|0|0|0|0|65.315|27.000277|0|3.932076663|0|0|-2.999926216|93.24742745|122.0613201|3|
173|Marvin Jones|WR|CIN|179|72|0.145|0|0.135|0|0|0|3.76744171|30.26497144|0|39.50007309|537.365|4.000086118|0|0|0.760017475|1.3|8.291761433|27.29834575|37.1|0|0|0|0|0|0|0|3.026497144|0|0|53.7365|24.00051671|0|-1.520034949|79.2434789|106.5418247|2|
174|Aaron Dobson|WR|NE|181|73|0.1|0|0.07|0|0|0|0|0|0|35.49991354|569.88|3.724996357|0|0|0.684280968|1|7.78887462|32.45690771|30.1|0|0|0|0|0|0|0|0|0|0|56.988|22.34997814|0|-1.368561936|77.96941621|110.4263239|1|
175|Travis Kelce|TE|KC|180|20|0|0|0|0|0|0|0|0|0|43.9999315|537.4999852|4.049967737|0|0|0|1|6.693377794|34.17411077|20.6|0|0|0|0|0|0|0|0|0|0|53.74999852|24.29980642|0|0|78.04980494|112.2239157|1|
176|Donnie Avery|WR|KC|182|74|0.06|0|0|0|0|0|1.500036949|6.079452005|0|42.0000464|595.12|2.999987252|0|0|0.729383687|1|4.314576177|21.46091477|9.9|0|0|0|0|0|0|0|0.607945201|0|0|59.512|17.99992351|0|-1.458767374|76.66110134|98.12201611|1|
177|Tyler Eifert|TE|CIN|184|21|0|0|0|0|0|0|0|0|0|47.35|532.06|3.999954972|0|0|0.521431172|1|5.703252662|24.8192402|18.6|0|0|0|0|0|0|0|0|0|0|53.206|23.99972983|0|-1.042862344|76.16286749|100.9821077|1|
178|Eric Ebron|TE|DET|185|22|0|0|0|0|0|0|0|0|0|41.8065301|516|4.00001834|0|0|0|1.4|6.139595219|27.75184723|20.2|0|0|0|0|0|0|0|0|0|0|51.6|24.00011004|0|0|75.60011004|103.3519573|2|
